front,rooms,lounges,bathrooms,streetWidth,stairs,propertyAge,driverRoom,tent,patio,kitchen,outdoorRoom,garage,duplex,space,apartments,maidRoom,elevator,furnihsed,pool,basement,neighbourhood,location,price,square price
E,4,2,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,Yes,214,0,Yes,No,No,No,No,طيبة,South of Riyadh,790000.0,3691.588785046729
S,7,4,5,15,No,12,Yes,Yes,Yes,Yes,Yes,Yes,No,875,4,Yes,No,No,No,No,النسيم الغربي,East of Riyadh,1800050.0,2057.2
SE,6,2,5,20,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,No,450,0,Yes,Yes,Yes,No,No,قرطبة,East of Riyadh,3500000.0,7777.777777777777
E,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,375,0,No,No,No,No,No,بدر,South of Riyadh,1164000.0,3104.0
NW,5,3,5,20,Yes,0,No,No,Yes,Yes,No,Yes,No,264,0,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,3000000.0,11363.636363636364
S,5,5,5,18,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,الرمال,East of Riyadh,1400000.0,4666.666666666667
W,4,4,5,18,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,225,0,Yes,No,No,No,No,مطار الملك خالد الدولي,East of Riyadh,1200000.0,5333.333333333333
E,5,1,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,Yes,No,طويق,West of Riyadh,1160000.0,3866.6666666666665
W,4,2,3,18,Yes,0,No,No,No,Yes,No,No,No,310,0,No,No,No,No,No,بدر,South of Riyadh,920000.0,2967.7419354838707
N,5,3,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,No,No,No,No,No,طويق,West of Riyadh,1150000.0,3833.3333333333335
N,5,2,3,20,No,0,No,No,No,Yes,No,No,No,240,1,No,No,No,No,No,العزيزية,South of Riyadh,850000.0,3541.6666666666665
S,6,3,5,20,Yes,0,No,No,Yes,No,Yes,Yes,No,281,0,No,No,No,No,No,الدار البيضاء,South of Riyadh,1050000.0,3736.654804270463
S,5,2,5,25,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,0,Yes,No,No,No,No,ظهرة نمار,West of Riyadh,1250000.0,4166.666666666667
N,5,2,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,270,1,Yes,No,No,No,No,طويق,West of Riyadh,1300000.0,4814.814814814815
S,5,5,5,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,281,1,Yes,No,No,No,No,الرمال,East of Riyadh,1450000.0,5160.142348754448
SW,7,2,5,20,Yes,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,370,0,Yes,No,Yes,No,No,الدار البيضاء,South of Riyadh,1100000.0,2972.972972972973
E,6,3,5,18,No,0,No,Yes,Yes,No,No,Yes,No,300,1,No,No,No,No,No,طيبة,South of Riyadh,1130000.0,3766.6666666666665
SW,5,2,5,20,Yes,0,No,Yes,No,Yes,Yes,Yes,No,234,1,Yes,No,Yes,No,No,عكاظ,South of Riyadh,1050000.0,4487.179487179487
N,5,2,5,12,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,375,0,Yes,No,No,Yes,No,طويق,West of Riyadh,1300000.0,3466.6666666666665
W,3,1,3,15,No,0,No,No,Yes,Yes,Yes,Yes,No,300,3,Yes,No,No,No,No,الدار البيضاء,South of Riyadh,1030000.0,3433.333333333333
W,5,2,4,20,Yes,3,No,No,No,Yes,Yes,Yes,No,320,2,No,No,No,No,No,الرمال,East of Riyadh,1400000.0,4375.0
E,4,1,3,35,No,0,No,No,Yes,Yes,No,Yes,Yes,360,0,No,No,No,No,No,الشفا,South of Riyadh,790000.0,2194.4444444444443
SW,5,3,5,15,No,7,No,Yes,Yes,Yes,No,Yes,No,375,1,No,No,No,No,No,طويق,West of Riyadh,1370000.0,3653.3333333333335
N,5,2,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,طويق,West of Riyadh,970000.0,4850.0
SW,5,2,5,20,Yes,8,Yes,No,Yes,Yes,Yes,Yes,No,900,2,Yes,No,Yes,Yes,No,الدار البيضاء,South of Riyadh,2500000.0,2777.777777777778
SE,5,2,5,15,Yes,0,No,No,Yes,Yes,No,Yes,No,215,0,No,No,No,No,No,الدار البيضاء,South of Riyadh,980000.0,4558.139534883721
N,5,3,5,15,Yes,0,No,No,Yes,Yes,No,Yes,No,240,1,Yes,No,No,No,No,الرمال,East of Riyadh,1150000.0,4791.666666666667
S,5,2,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,375,2,Yes,No,No,No,No,طويق,West of Riyadh,1650000.0,4400.0
N,6,3,5,20,Yes,0,No,Yes,Yes,No,No,Yes,No,300,0,No,No,No,No,No,عكاظ,South of Riyadh,1000000.0,3333.333333333333
S,3,1,3,20,No,0,No,No,No,Yes,No,No,No,300,0,No,No,No,No,No,طيبة,South of Riyadh,1100000.0,3666.6666666666665
N,5,2,5,20,No,0,No,No,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,Yes,No,طويق,West of Riyadh,1180000.0,3933.3333333333335
E,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,العريجاء الغربية,West of Riyadh,1150000.0,5750.0
NE,5,1,5,25,No,7,No,No,Yes,Yes,Yes,Yes,No,770,4,Yes,No,No,No,No,الدار البيضاء,South of Riyadh,2000000.0,2597.4025974025976
S,4,2,4,20,No,0,No,Yes,Yes,Yes,Yes,Yes,No,360,0,Yes,No,Yes,No,No,طويق,West of Riyadh,1070000.0,2972.222222222222
S,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,Yes,No,طويق,West of Riyadh,1200000.0,4000.0
SE,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,312,1,Yes,Yes,No,No,No,طويق,West of Riyadh,1500000.0,4807.692307692308
E,5,1,4,20,No,0,No,No,Yes,Yes,No,Yes,No,285,0,No,No,No,No,No,عكاظ,South of Riyadh,650000.0,2280.7017543859647
N,4,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,1,No,No,No,No,No,طويق,West of Riyadh,1400000.0,4666.666666666667
S,6,2,4,20,Yes,0,No,Yes,Yes,Yes,No,Yes,No,360,2,Yes,Yes,No,No,No,الرمال,East of Riyadh,1600000.0,4444.444444444444
E,4,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,375,1,Yes,Yes,No,No,No,المهدية,West of Riyadh,2200000.0,5866.666666666667
N,3,1,3,5,No,0,No,Yes,No,Yes,Yes,Yes,No,360,0,Yes,No,Yes,No,No,طويق,West of Riyadh,1200000.0,3333.333333333333
W,4,3,5,15,No,0,Yes,No,No,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,النرجس,North of Riyadh,2550000.0,8500.0
S,5,2,5,20,Yes,0,No,Yes,No,Yes,Yes,Yes,No,350,1,Yes,No,No,No,No,ظهرة نمار,West of Riyadh,1550000.0,4428.571428571428
N,5,5,5,15,No,0,Yes,No,Yes,Yes,Yes,Yes,No,435,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,4500000.0,10344.827586206897
N,5,1,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,طويق,West of Riyadh,1350000.0,4500.0
N,5,5,5,20,No,0,Yes,No,Yes,Yes,Yes,Yes,No,312,1,Yes,Yes,No,No,No,النرجس,North of Riyadh,3100000.0,9935.897435897436
N,5,1,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,280,1,Yes,No,No,No,No,طويق,West of Riyadh,1200000.0,4285.714285714285
N,4,4,4,15,No,0,Yes,No,Yes,Yes,Yes,Yes,No,325,0,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,3200000.0,9846.153846153846
W,5,1,5,15,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,No,420,2,Yes,No,No,No,No,الرمال,East of Riyadh,2000000.0,4761.9047619047615
E,3,5,5,18,No,0,No,Yes,Yes,Yes,Yes,Yes,No,450,0,No,No,No,No,No,ظهرة لبن,West of Riyadh,1400000.0,3111.1111111111118
S,5,1,4,31,Yes,2,No,Yes,Yes,Yes,Yes,Yes,No,276,1,Yes,No,No,No,No,الرمال,East of Riyadh,1300000.0,4710.144927536232
S,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,375,1,Yes,No,No,Yes,No,طويق,West of Riyadh,1500000.0,4000.0
N,5,3,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,230,0,No,No,No,No,No,بدر,South of Riyadh,830000.0,3608.695652173913
S,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,270,0,Yes,No,No,No,No,الحزم,West of Riyadh,1050000.0,3888.8888888888887
W,4,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1380000.0,4600.0
N,4,1,4,15,Yes,0,Yes,No,No,Yes,No,No,No,375,1,Yes,Yes,No,No,No,العارض,North of Riyadh,3000000.0,8000.0
S,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,312,0,Yes,Yes,No,No,No,طويق,West of Riyadh,1450000.0,4647.4358974358975
E,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,312,1,Yes,No,No,No,No,الحزم,West of Riyadh,1280000.0,4102.564102564103
W,5,5,5,20,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,300,2,Yes,No,No,No,No,الشرق,East of Riyadh,1900000.0,6333.333333333333
N,3,1,4,20,No,0,No,No,No,Yes,No,No,No,300,0,No,No,No,No,No,العزيزية,South of Riyadh,750000.0,2500.0
S,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,طويق,West of Riyadh,1100000.0,5500.0
SE,6,3,5,35,Yes,0,No,Yes,Yes,No,Yes,Yes,No,252,0,No,No,No,No,No,عكاظ,South of Riyadh,1120000.0,4444.444444444444
N,7,1,5,15,Yes,0,No,Yes,Yes,Yes,No,Yes,No,330,1,Yes,No,No,No,No,الرمال,East of Riyadh,1500000.0,4545.454545454545
N,5,3,5,30,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,360,2,No,No,No,No,No,العريجاء الغربية,West of Riyadh,1850000.0,5138.888888888889
N,5,3,5,20,No,0,No,Yes,No,Yes,No,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1200000.0,4000.0
S,5,3,5,18,Yes,0,No,No,Yes,Yes,No,Yes,No,260,1,Yes,No,No,No,No,الجنادرية,East of Riyadh,1350000.0,5192.307692307692
N,5,3,5,19,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,360,2,No,No,No,No,No,طويق,West of Riyadh,1450000.0,4027.777777777778
NW,5,4,5,25,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,No,490,2,Yes,No,No,No,No,القادسية,East of Riyadh,3200000.0,6530.61224489796
NE,7,3,5,18,Yes,0,Yes,Yes,No,Yes,Yes,Yes,No,340,1,Yes,Yes,No,No,No,الرمال,East of Riyadh,1700000.0,5000.0
N,5,3,5,15,No,0,No,Yes,Yes,Yes,No,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1150000.0,3833.3333333333335
S,6,3,5,20,Yes,0,No,Yes,Yes,No,Yes,Yes,Yes,300,0,No,No,No,No,No,عكاظ,South of Riyadh,1050000.0,3500.0
NW,5,1,4,20,Yes,0,No,No,Yes,Yes,No,Yes,No,252,0,No,No,No,No,No,الشفا,South of Riyadh,1060000.0,4206.349206349207
E,5,5,5,20,No,0,No,Yes,Yes,Yes,No,Yes,No,275,1,Yes,No,No,No,No,القادسية,East of Riyadh,1550000.0,5636.363636363636
NE,4,4,4,15,No,0,Yes,No,Yes,Yes,No,Yes,Yes,200,0,Yes,No,No,No,No,أم الحمام الغربي,West of Riyadh,1600000.0,8000.0
N,4,4,4,15,No,8,Yes,No,Yes,Yes,Yes,Yes,No,350,0,Yes,No,No,No,No,الياسمين,North of Riyadh,2900000.0,8285.714285714286
E,3,1,3,15,No,0,No,No,Yes,Yes,Yes,Yes,No,360,0,No,No,No,No,No,الدار البيضاء,South of Riyadh,930000.0,2583.333333333333
SW,5,2,2,20,Yes,0,No,No,No,Yes,No,No,No,225,0,No,No,No,No,No,الدار البيضاء,South of Riyadh,1050000.0,4666.666666666667
S,5,5,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,No,375,2,Yes,No,No,No,No,النهضة,East of Riyadh,2300000.0,6133.333333333333
E,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,طويق,West of Riyadh,1350000.0,4500.0
N,4,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,طويق,West of Riyadh,1000000.0,5000.0
W,5,3,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,0,No,No,No,No,No,طويق,West of Riyadh,1250000.0,4166.666666666667
N,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,طويق,West of Riyadh,970000.0,4850.0
N,4,1,2,10,No,24,No,No,Yes,Yes,No,Yes,Yes,312,0,No,No,No,No,No,السويدي,West of Riyadh,900000.0,2884.6153846153848
E,7,5,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,425,1,Yes,Yes,No,No,No,قرطبة,East of Riyadh,3150000.0,7411.764705882353
W,5,2,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,Yes,No,طويق,West of Riyadh,1250000.0,4166.666666666667
NW,6,3,4,5,Yes,25,Yes,Yes,Yes,Yes,Yes,Yes,No,1250,0,Yes,No,Yes,No,No,الربوة,Central Riyadh,4200000.0,3360.0
N,5,5,5,15,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,220,0,Yes,No,No,No,No,طويق,West of Riyadh,1100000.0,5000.0
S,7,2,5,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,Yes,No,No,No,الرمال,East of Riyadh,1600000.0,5333.333333333333
N,5,4,5,21,Yes,0,Yes,No,Yes,Yes,No,Yes,No,385,2,Yes,No,No,No,No,طويق,West of Riyadh,1480000.0,3844.155844155844
E,4,2,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1070000.0,3566.6666666666665
W,5,3,5,20,Yes,0,No,No,Yes,No,Yes,Yes,No,316,0,Yes,No,No,No,No,ظهرة نمار,West of Riyadh,1500000.0,4746.835443037975
N,5,5,5,20,No,0,No,No,Yes,Yes,No,Yes,No,300,0,No,No,No,No,No,العزيزية,South of Riyadh,800000.0,2666.6666666666665
S,1,2,5,10,No,25,No,No,No,Yes,No,No,No,960,0,No,No,No,No,No,الملك فهد,North of Riyadh,3000000.0,3125.0
S,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,الحزم,West of Riyadh,1200000.0,4000.0
W,4,5,5,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,216,1,Yes,No,No,No,No,الرمال,East of Riyadh,1200000.0,5555.555555555556
N,5,5,5,15,No,0,Yes,Yes,Yes,Yes,No,Yes,Yes,250,0,Yes,No,No,No,No,الرمال,East of Riyadh,1180000.0,4720.0
S,5,2,4,28,Yes,0,No,No,Yes,Yes,No,Yes,Yes,360,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1145000.0,3180.555555555556
E,5,5,5,15,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,250,1,Yes,No,No,No,No,مطار الملك خالد الدولي,East of Riyadh,1200000.0,4800.0
N,4,3,3,20,No,0,No,No,No,Yes,No,No,No,253,1,No,No,No,No,No,العزيزية,South of Riyadh,1050000.0,4150.197628458498
W,5,5,5,18,No,0,Yes,Yes,Yes,Yes,No,Yes,Yes,250,0,Yes,No,No,No,No,الرمال,East of Riyadh,1100000.0,4400.0
W,1,5,5,18,No,0,Yes,Yes,Yes,Yes,No,Yes,Yes,260,0,Yes,No,No,No,No,طيبة,South of Riyadh,830000.0,3192.3076923076924
W,5,3,5,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,بدر,South of Riyadh,1050000.0,3500.0
S,5,2,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,طويق,West of Riyadh,1070000.0,5350.0
E,5,3,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,Yes,250,1,Yes,No,No,No,No,طويق,West of Riyadh,1200000.0,4800.0
N,4,1,5,20,Yes,0,No,No,No,Yes,No,No,No,300,1,No,No,No,No,No,بدر,South of Riyadh,950000.0,3166.6666666666665
W,5,3,5,18,Yes,0,No,No,Yes,Yes,No,Yes,No,281,1,Yes,Yes,No,No,No,الرمال,East of Riyadh,1300000.0,4626.3345195729535
N,3,2,2,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,300,1,No,No,No,No,No,الرمال,East of Riyadh,1450000.0,4833.333333333333
S,5,3,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,طويق,West of Riyadh,970000.0,4850.0
W,4,3,5,18,Yes,0,No,Yes,Yes,Yes,No,Yes,No,345,2,Yes,No,No,No,No,الرمال,East of Riyadh,1400000.0,4057.9710144927535
N,5,1,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1200000.0,4000.0
S,7,2,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,375,2,Yes,No,No,No,No,الرمال,East of Riyadh,2000000.0,5333.333333333333
W,6,3,5,18,Yes,0,No,Yes,Yes,No,Yes,Yes,No,283,0,No,No,No,No,No,الدار البيضاء,South of Riyadh,930000.0,3286.2190812720846
N,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,240,1,Yes,No,No,No,No,طويق,West of Riyadh,1170000.0,4875.0
S,5,3,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,طويق,West of Riyadh,1150000.0,4600.0
S,1,5,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,244,1,Yes,No,No,No,No,مطار الملك خالد الدولي,East of Riyadh,1350000.0,5532.786885245901
W,5,1,5,20,No,6,Yes,Yes,Yes,Yes,Yes,Yes,No,600,3,Yes,No,No,No,No,الندوة,East of Riyadh,2000000.0,3333.333333333333
S,6,4,5,15,No,0,Yes,Yes,Yes,Yes,Yes,Yes,No,350,0,Yes,Yes,No,No,No,الملقا,North of Riyadh,3700000.0,10571.42857142857
S,5,5,5,20,Yes,21,No,No,Yes,Yes,No,Yes,No,255,0,Yes,No,No,No,No,الشرق,East of Riyadh,1400000.0,5490.196078431372
NE,5,5,5,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,602,2,Yes,No,No,No,No,الشرق,East of Riyadh,1750000.0,2906.9767441860463
E,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,250,1,Yes,No,No,No,No,طويق,West of Riyadh,1300000.0,5200.0
E,4,1,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,360,2,Yes,No,No,No,No,طويق,West of Riyadh,1580000.0,4388.888888888889
S,5,2,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,No,350,1,Yes,No,No,Yes,No,طويق,West of Riyadh,1550000.0,4428.571428571428
SE,7,5,5,15,No,0,Yes,Yes,Yes,Yes,Yes,Yes,No,525,4,Yes,No,No,No,No,السلام,East of Riyadh,1700000.0,3238.095238095238
W,4,1,5,15,No,4,Yes,Yes,Yes,Yes,Yes,Yes,No,420,0,No,No,No,No,No,الرمال,East of Riyadh,2000000.0,4761.9047619047615
N,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,375,2,Yes,No,No,No,No,طويق,West of Riyadh,1630000.0,4346.666666666667
N,5,5,5,18,No,0,No,No,Yes,Yes,No,Yes,Yes,210,0,Yes,No,No,No,No,طيبة,South of Riyadh,810000.0,3857.142857142857
N,5,3,5,25,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1130000.0,3766.6666666666665
W,3,3,5,10,No,35,No,No,Yes,Yes,No,No,No,375,1,No,No,No,No,No,اليمامة,Central Riyadh,450000.0,1200.0
W,7,3,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,300,0,Yes,Yes,No,No,No,الحزم,West of Riyadh,1300000.0,4333.333333333333
E,4,1,4,30,No,0,No,No,Yes,Yes,Yes,Yes,Yes,360,0,No,No,No,No,No,الشفا,South of Riyadh,790000.0,2194.4444444444443
E,6,3,5,15,Yes,0,No,Yes,Yes,No,Yes,Yes,Yes,330,0,No,No,No,No,No,الرمال,East of Riyadh,1250000.0,3787.878787878788
S,5,2,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,375,0,No,No,No,No,No,طويق,West of Riyadh,1400000.0,3733.3333333333335
W,7,3,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,Yes,No,No,No,الرمال,East of Riyadh,1400000.0,4666.666666666667
W,1,2,4,20,Yes,0,No,Yes,Yes,Yes,No,Yes,Yes,230,0,No,No,No,No,No,الدار البيضاء,South of Riyadh,900000.0,3913.0434782608695
NE,4,2,3,19,No,0,No,No,No,Yes,No,No,No,280,0,No,No,No,No,No,طيبة,South of Riyadh,910000.0,3250.0
N,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,Yes,No,طويق,West of Riyadh,1250000.0,4166.666666666667
N,4,3,4,20,Yes,0,No,No,No,Yes,Yes,Yes,No,450,1,No,Yes,No,Yes,No,المهدية,West of Riyadh,3500000.0,7777.777777777777
N,6,1,4,20,No,9,Yes,Yes,Yes,Yes,Yes,Yes,No,413,3,Yes,No,No,No,No,المونسية,East of Riyadh,2150000.0,5205.811138014528
E,5,1,5,20,Yes,0,No,No,No,Yes,Yes,Yes,No,325,0,No,No,No,No,No,بدر,South of Riyadh,950000.0,2923.076923076923
S,3,2,3,20,No,0,No,No,No,Yes,No,No,No,200,0,No,No,No,No,No,العزيزية,South of Riyadh,800000.0,4000.0
E,5,5,5,15,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,250,1,Yes,No,No,No,No,الرمال,East of Riyadh,1200000.0,4800.0
N,4,4,4,15,No,0,No,No,Yes,Yes,Yes,Yes,No,240,1,Yes,No,No,No,No,الرمال,East of Riyadh,1250000.0,5208.333333333333
S,5,5,5,15,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,281,1,Yes,No,No,No,No,مطار الملك خالد الدولي,East of Riyadh,1350000.0,4804.270462633452
NE,4,4,4,15,No,0,Yes,No,Yes,Yes,Yes,Yes,No,375,0,Yes,Yes,No,No,No,الياسمين,North of Riyadh,4000000.0,10666.666666666666
E,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,260,1,No,No,No,No,No,طويق,West of Riyadh,1200000.0,4615.384615384615
E,4,3,5,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,200,0,Yes,Yes,No,Yes,No,المهدية,West of Riyadh,1500000.0,7500.0
S,1,1,3,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,300,2,Yes,No,No,No,No,الرمال,East of Riyadh,1500000.0,5000.0
E,4,1,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,360,2,Yes,No,No,No,No,طويق,West of Riyadh,1600000.0,4444.444444444444
W,4,1,4,20,Yes,0,No,No,No,Yes,No,No,No,240,1,No,No,No,No,No,الدار البيضاء,South of Riyadh,930000.0,3875.0
N,6,3,5,20,No,0,No,Yes,Yes,No,Yes,Yes,No,300,1,No,No,No,No,No,العزيزية,South of Riyadh,1250000.0,4166.666666666667
W,5,3,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,270,0,No,No,No,No,No,طويق,West of Riyadh,1150000.0,4259.259259259259
W,5,1,5,20,Yes,0,No,No,No,Yes,No,No,No,225,1,No,No,No,No,No,الجنادرية,East of Riyadh,1220000.0,5422.222222222223
NE,4,1,4,20,Yes,0,No,No,No,Yes,No,No,Yes,230,1,No,No,No,No,No,الدار البيضاء,South of Riyadh,920000.0,4000.0
S,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,230,0,No,No,No,No,No,بدر,South of Riyadh,920000.0,4000.0
E,4,2,1,18,Yes,0,Yes,No,No,Yes,Yes,Yes,Yes,300,2,Yes,No,No,No,No,الرمال,East of Riyadh,1300000.0,4333.333333333333
N,4,1,1,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,1,Yes,No,No,No,No,الرمال,East of Riyadh,1330000.0,4433.333333333333
S,3,1,1,20,Yes,0,Yes,Yes,No,Yes,No,Yes,Yes,260,1,Yes,No,Yes,No,No,الرمال,East of Riyadh,1200000.0,4615.384615384615
N,4,2,1,18,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,300,1,Yes,Yes,No,No,No,الرمال,East of Riyadh,1300000.0,4333.333333333333
N,2,1,1,18,Yes,0,No,No,No,Yes,Yes,Yes,No,300,1,Yes,No,Yes,No,No,الرمال,East of Riyadh,1350000.0,4500.0
E,5,1,3,20,No,14,No,No,Yes,Yes,No,Yes,No,560,3,No,No,No,No,No,اليرموك,East of Riyadh,2400000.0,4285.714285714285
N,2,2,2,20,Yes,0,Yes,No,No,Yes,Yes,Yes,Yes,300,2,Yes,No,No,No,No,الرمال,East of Riyadh,1310000.0,4366.666666666667
W,3,3,2,25,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,500,2,Yes,No,No,No,No,المعيزيلة,East of Riyadh,2400000.0,4800.0
NW,3,2,2,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,264,1,Yes,Yes,No,No,No,الرمال,East of Riyadh,1250000.0,4734.848484848485
E,3,3,3,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,360,2,No,Yes,No,Yes,No,القادسية,East of Riyadh,1800000.0,5000.0
W,5,4,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1050000.0,3500.0
SW,4,3,2,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,420,2,Yes,Yes,No,No,No,المعيزيلة,East of Riyadh,2300000.0,5476.190476190476
N,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1000000.0,3333.333333333333
W,7,3,3,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,300,1,Yes,No,No,No,No,الرمال,East of Riyadh,1230000.0,4100.0
S,7,1,4,20,No,10,No,Yes,Yes,Yes,Yes,Yes,No,600,3,No,No,No,No,No,ظهرة لبن,West of Riyadh,2400000.0,4000.0
S,5,3,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,300,0,Yes,No,No,No,No,الحزم,West of Riyadh,1120000.0,3733.3333333333335
